asset_name,asset_id,asset_type,asset_link,asset_parent_id,publication_date,asset parent id,Parent asset type,Asset Agency,Parent Agency,FoundationalorNot,Vparent,All_Asset,asset_cnt,Sparent
Little Mountain Elementary,9pzw-gcak,file,https://data.wa.gov/Health/Little-Mountain-Elementary/9pzw-gcak,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1089,0
Mint Valley Elementary School,y63v-sfm2,file,https://data.wa.gov/Health/Mint-Valley-Elementary-School/y63v-sfm2,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1090,0
Opstad Elementary (Follow-up),tpyz-69yr,file,https://data.wa.gov/Health/Opstad-Elementary-Follow-up-/tpyz-69yr,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1091,0
Pullman High School,r485-6cu3,file,https://data.wa.gov/Health/Pullman-High-School/r485-6cu3,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1092,0
Lacey Elementary Update,y4em-3pyx,file,https://data.wa.gov/Health/Lacey-Elementary-Update/y4em-3pyx,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1093,0
Poulsbo Elementary,xgxu-ms2d,file,https://data.wa.gov/Health/Poulsbo-Elementary/xgxu-ms2d,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1094,0
Kessler Elementary Update,bdg5-g3nq,file,https://data.wa.gov/Health/Kessler-Elementary-Update/bdg5-g3nq,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1095,0
Foothills Elementary Flush Follow Up,jfpr-sqw2,file,https://data.wa.gov/Health/Foothills-Elementary-Flush-Follow-Up/jfpr-sqw2,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1096,0
Salish Coast Elementary (Grant Street) Update,6d4t-nm2w,file,https://data.wa.gov/Health/Salish-Coast-Elementary-Grant-Street-Update/6d4t-nm2w,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1097,0
Lydia Hawk Elementary,v3jm-kjdj,file,https://data.wa.gov/Health/Lydia-Hawk-Elementary/v3jm-kjdj,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1098,0
Blaine Primary Follow Up,7idh-vu53,file,https://data.wa.gov/Health/Blaine-Primary-Follow-Up/7idh-vu53,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1099,0
Arcadia Elementary School,r8dt-hw6d,file,https://data.wa.gov/Health/Arcadia-Elementary-School/r8dt-hw6d,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1100,0
Pinewood Elementary Update,pbve-ciyv,file,https://data.wa.gov/Health/Pinewood-Elementary-Update/pbve-ciyv,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1101,0
Lincoln Middle School Update,4ksv-2afd,file,https://data.wa.gov/Health/Lincoln-Middle-School-Update/4ksv-2afd,,12/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1102,0
PS Summary Tables 12-05-2018,b4ga-e6w6,dataset,https://data.wa.gov/Natural-Resources-Environment/PS-Summary-Tables-12-05-2018/b4ga-e6w6,,01/01/2019 12:00:00 AM,,,"Salmon Recovery Office, Governor's (GSRO)",,Foundational,0,1,1103,0
National Groundwater Monitoring Network-Well Construction Data,r975-qgsb,dataset,https://data.wa.gov/Natural-Resources-Environment/National-Groundwater-Monitoring-Network-Well-Const/r975-qgsb,,01/07/2019 12:00:00 AM,,,"Natural Resources, Department of (DNR)",,Foundational,0,1,1104,0
Gage Alerts Tally Sheet -- 5/14/2019 (confirmed 7/16/2019),3p3u-qc84,dataset,https://data.wa.gov/dataset/Gage-Alerts-Tally-Sheet-5-14-2019-confirmed-7-16-2/3p3u-qc84,,01/09/2019 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,1105,0
Recovery Plan Progress Indicator 1-14-2019,y8vk-3hy9,dataset,https://data.wa.gov/dataset/Recovery-Plan-Progress-Indicator-1-14-2019/y8vk-3hy9,,01/14/2019 12:00:00 AM,,,"Salmon Recovery Office, Governor's (GSRO)",,Foundational,1,1,1106,0
Richard Gordon Elementary,5v7h-pych,file,https://data.wa.gov/Health/Richard-Gordon-Elementary/5v7h-pych,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1107,0
Evergreen Forest Elementary Update,njkf-htie,file,https://data.wa.gov/Health/Evergreen-Forest-Elementary-Update/njkf-htie,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1108,0
Hilder Pearson Elementary School Updates,nefr-q6y2,file,https://data.wa.gov/Health/Hilder-Pearson-Elementary-School-Updates/nefr-q6y2,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1109,0
Naches Trail Elementary,svjk-9m3x,file,https://data.wa.gov/Health/Naches-Trail-Elementary/svjk-9m3x,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1110,0
Deer Park Middle School Update,vm5h-z8fc,file,https://data.wa.gov/Health/Deer-Park-Middle-School-Update/vm5h-z8fc,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1111,0
Vinland Elementary School,9zp9-stpd,file,https://data.wa.gov/Health/Vinland-Elementary-School/9zp9-stpd,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1112,0
Cascade Elementary School  Wenatchee Update,wxci-nsiy,file,https://data.wa.gov/Health/Cascade-Elementary-School-Wenatchee-Update/wxci-nsiy,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1113,0
Cheney Middle School Update,y2zy-hrhj,file,https://data.wa.gov/Health/Cheney-Middle-School-Update/y2zy-hrhj,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1114,0
Suquamish Elementary School,iz66-6yer,file,https://data.wa.gov/Health/Suquamish-Elementary-School/iz66-6yer,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1115,0
Showalter Middle School,eqkx-cuvs,file,https://data.wa.gov/Health/Showalter-Middle-School/eqkx-cuvs,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1116,0
Blaine Middle School,92n2-g5u8,file,https://data.wa.gov/Health/Blaine-Middle-School/92n2-g5u8,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1117,0
Colville High School,k8b7-4yym,file,https://data.wa.gov/Health/Colville-High-School/k8b7-4yym,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1118,0
Thorndyke Elementary Update,k99f-m882,file,https://data.wa.gov/Health/Thorndyke-Elementary-Update/k99f-m882,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1119,0
Deer Park Home Link Update,iddq-3wif,file,https://data.wa.gov/Health/Deer-Park-Home-Link-Update/iddq-3wif,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1120,0
Rocky Ridge Elementary School,npy4-i3c7,file,https://data.wa.gov/Health/Rocky-Ridge-Elementary-School/npy4-i3c7,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1121,0
Cascade View Elementary Tukwilla Update,imxw-ipnc,file,https://data.wa.gov/Health/Cascade-View-Elementary-Tukwilla-Update/imxw-ipnc,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1122,0
Thompson Elementary,fznq-izyp,file,https://data.wa.gov/Health/Thompson-Elementary/fznq-izyp,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1123,0
Tukwila Elementary Update,8f3x-w2na,file,https://data.wa.gov/Health/Tukwila-Elementary-Update/8f3x-w2na,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1124,0
Evergreen Elementary Follow Up,qs3u-5r9r,file,https://data.wa.gov/Health/Evergreen-Elementary-Follow-Up/qs3u-5r9r,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1125,0
Spanaway Elementary,fvga-cpzx,file,https://data.wa.gov/Health/Spanaway-Elementary/fvga-cpzx,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1126,0
Puesto Sel Sol,tucy-vh7i,file,https://data.wa.gov/Health/Puesto-Sel-Sol/tucy-vh7i,,01/16/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1127,0
WSAC College Bound Scholarship Sign-Up Rates,asjc-htyz,dataset,https://data.wa.gov/Education/WSAC-College-Bound-Scholarship-Sign-Up-Rates/asjc-htyz,,01/17/2019 12:00:00 AM,,,Washington Student Achievement Council (WSAC),,Foundational,0,1,1128,0
David Wolfle Elementary School Update,84hb-ritz,file,https://data.wa.gov/Health/David-Wolfle-Elementary-School-Update/84hb-ritz,,02/01/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1129,0
Fort Colville Elementary School,qnyy-v4uj,file,https://data.wa.gov/Health/Fort-Colville-Elementary-School/qnyy-v4uj,,02/01/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1130,0
Eatonville Elementary,dtif-h7mv,file,https://data.wa.gov/Health/Eatonville-Elementary/dtif-h7mv,,02/01/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1131,0
Wishram Elementary And High School,v8uw-z5ww,file,https://data.wa.gov/Health/Wishram-Elementary-And-High-School/v8uw-z5ww,,02/01/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1132,0
Littlerock Elementary School,77re-duxa,file,https://data.wa.gov/Health/Littlerock-Elementary-School/77re-duxa,,02/01/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1133,0
Blaine Elementary Follow Up After Fixture Replacement Update,cis7-zb9y,file,https://data.wa.gov/Health/Blaine-Elementary-Follow-Up-After-Fixture-Replacem/cis7-zb9y,,02/01/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1134,0
Zillah Intermediate,gbgs-pce5,file,https://data.wa.gov/Health/Zillah-Intermediate/gbgs-pce5,,02/01/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1135,0
White Center Heights Elementary,qd59-xzg5,file,https://data.wa.gov/Health/White-Center-Heights-Elementary/qd59-xzg5,,02/01/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1136,0
Asotin Elementary School Flush Follow Up,fhjf-dt8q,file,https://data.wa.gov/Health/Asotin-Elementary-School-Flush-Follow-Up/fhjf-dt8q,,02/01/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1137,0
Weyerhaeuser Elementary,pzdn-qupa,file,https://data.wa.gov/Health/Weyerhaeuser-Elementary/pzdn-qupa,,02/01/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1138,0
Hofstetter Elementary School,g6ti-6wmi,file,https://data.wa.gov/Health/Hofstetter-Elementary-School/g6ti-6wmi,,02/07/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1139,0
Colville Junior High School,eaun-tyr7,file,https://data.wa.gov/Health/Colville-Junior-High-School/eaun-tyr7,,02/07/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1140,0
I-5 and I-405 Buffer,gevy-wn26,dataset,https://data.wa.gov/dataset/I-5-and-I-405-Buffer/gevy-wn26,,02/08/2019 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,1141,0
Buffer,w8w9-ypqb,map,https://data.wa.gov/dataset/Buffer/w8w9-ypqb,gevy-wn26,02/08/2019 12:00:00 AM,gevy-wn26,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,1142,0
Not Seasonally Adjusted LAUS Estimates,umug-kh7n,dataset,https://data.wa.gov/Employment/Not-Seasonally-Adjusted-LAUS-Estimates/umug-kh7n,,02/12/2019 12:00:00 AM,,,"Employment Security, Department of (ESD)",,Foundational,0,1,1143,0
Not Seasonally Adjusted Estimates of Nonfarm Employment,tka4-qurb,dataset,https://data.wa.gov/Employment/Not-Seasonally-Adjusted-Estimates-of-Nonfarm-Emplo/tka4-qurb,,02/12/2019 12:00:00 AM,,,"Employment Security, Department of (ESD)",,Foundational,0,1,1144,0
Seasonally Adjusted LAUS Estimates,az4y-4v7j,dataset,https://data.wa.gov/Employment/Seasonally-Adjusted-LAUS-Estimates/az4y-4v7j,,02/12/2019 12:00:00 AM,,,"Employment Security, Department of (ESD)",,Foundational,0,1,1145,0
Rainier High School,6sum-3nee,file,https://data.wa.gov/Health/Rainier-High-School/6sum-3nee,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1146,0
Kendall Elementary,ga6n-8gxg,file,https://data.wa.gov/Health/Kendall-Elementary/ga6n-8gxg,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1147,0
Mount View Elementary,rba6-edmi,file,https://data.wa.gov/Health/Mount-View-Elementary/rba6-edmi,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1148,0
Elk Plain Elementary,48qw-vixz,file,https://data.wa.gov/Health/Elk-Plain-Elementary/48qw-vixz,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1149,0
Acme Elementary,hmup-uqqx,file,https://data.wa.gov/Health/Acme-Elementary/hmup-uqqx,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1150,0
Olympic Elementary School,6yfh-w978,file,https://data.wa.gov/Health/Olympic-Elementary-School/6yfh-w978,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1151,0
Seahurst,vtkp-4qan,file,https://data.wa.gov/Health/Seahurst/vtkp-4qan,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1152,0
Cascade Elementary,d8ug-swrg,file,https://data.wa.gov/Health/Cascade-Elementary/d8ug-swrg,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1153,0
Southern Heights Elementary,i7mk-r64t,file,https://data.wa.gov/Health/Southern-Heights-Elementary/i7mk-r64t,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1154,0
Mount Baker High School,u58p-k37p,file,https://data.wa.gov/Health/Mount-Baker-High-School/u58p-k37p,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1155,0
Shorewood Elementary,f93f-gp3w,file,https://data.wa.gov/Health/Shorewood-Elementary/f93f-gp3w,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1156,0
Columbia Heights Elementary School,um4v-fmtz,file,https://data.wa.gov/Health/Columbia-Heights-Elementary-School/um4v-fmtz,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1157,0
Rainier Middle School,cieq-t5ni,file,https://data.wa.gov/Health/Rainier-Middle-School/cieq-t5ni,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1158,0
Gregory Heights Elementary School,w4ej-td6g,file,https://data.wa.gov/Health/Gregory-Heights-Elementary-School/w4ej-td6g,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1159,0
Roy Elementary1,s2cj-vey9,file,https://data.wa.gov/Health/Roy-Elementary1/s2cj-vey9,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1160,0
Bow Lake Elementary (002),k4b9-5me8,file,https://data.wa.gov/Health/Bow-Lake-Elementary-002-/k4b9-5me8,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1161,0
Sunnyside Elementary School,yebu-peqr,file,https://data.wa.gov/Health/Sunnyside-Elementary-School/yebu-peqr,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1162,0
Mount Baker Junior High,asf2-cwrt,file,https://data.wa.gov/Health/Mount-Baker-Junior-High/asf2-cwrt,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1163,0
Educational Resource Center,v63p-2aub,file,https://data.wa.gov/Health/Educational-Resource-Center/v63p-2aub,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1164,0
Lincoln Middle School,sw8s-rvsb,file,https://data.wa.gov/Health/Lincoln-Middle-School/sw8s-rvsb,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1165,0
Rainier Middle School,sj3u-r7b9,file,https://data.wa.gov/Health/Rainier-Middle-School/sj3u-r7b9,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1166,0
Spanaway Elementary,nm85-8jz2,file,https://data.wa.gov/Health/Spanaway-Elementary/nm85-8jz2,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1167,0
Cedarhurst Elementary,dsji-k2ks,file,https://data.wa.gov/Health/Cedarhurst-Elementary/dsji-k2ks,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1168,0
Columbia A- STEM Academy,s3hq-5cti,file,https://data.wa.gov/Health/Columbia-A-STEM-Academy/s3hq-5cti,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1169,0
Valley View Early Childhood Center,cbs4-kgh9,file,https://data.wa.gov/Health/Valley-View-Early-Childhood-Center/cbs4-kgh9,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1170,0
Shoultes Elementary,q3ms-37p6,file,https://data.wa.gov/Health/Shoultes-Elementary/q3ms-37p6,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1171,0
Hilton Elementary School,whww-yzxh,file,https://data.wa.gov/Health/Hilton-Elementary-School/whww-yzxh,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1172,0
Shining Mountain Elementary,wscw-8xz4,file,https://data.wa.gov/Health/Shining-Mountain-Elementary/wscw-8xz4,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1173,0
Hazel Valley Elementary,3fmg-8cm8,file,https://data.wa.gov/Health/Hazel-Valley-Elementary/3fmg-8cm8,,02/20/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1174,0
DNRTraxx Report,ah6s-2fsx,dataset,https://data.wa.gov/Natural-Resources-Environment/DNRTraxx-Report/ah6s-2fsx,,02/21/2019 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,0,1,1175,0
Lake Louise Follow-up,f9t8-egi4,file,https://data.wa.gov/Health/Lake-Louise-Follow-up/f9t8-egi4,,02/22/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1176,0
Custer Elementary Follow Up Update,bgqa-nudu,file,https://data.wa.gov/Health/Custer-Elementary-Follow-Up-Update/bgqa-nudu,,02/22/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1177,0
Idlewild Elementary Folow Up1,3wdq-5w4i,file,https://data.wa.gov/Health/Idlewild-Elementary-Folow-Up1/3wdq-5w4i,,02/22/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1178,0
Dower Elementary School Follow-up1,fdgh-dn3z,file,https://data.wa.gov/Health/Dower-Elementary-School-Follow-up1/fdgh-dn3z,,02/22/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1179,0
Agencies - Boards and Comissions,pxpn-hgrc,filter,https://data.wa.gov/Procurements-and-Contracts/Agencies-Boards-and-Comissions/pxpn-hgrc,uie2-nw4g,03/06/2019 12:00:00 AM,uie2-nw4g,dataset,Washington State Technology Solutions (CTS),Washington State Technology Solutions (CTS),Derivative,0,1,1180,0
Agencies - Operations and Services,e3k6-5ngk,filter,https://data.wa.gov/Procurements-and-Contracts/Agencies-Operations-and-Services/e3k6-5ngk,uie2-nw4g,03/06/2019 12:00:00 AM,uie2-nw4g,dataset,Washington State Technology Solutions (CTS),Washington State Technology Solutions (CTS),Derivative,0,1,1181,0
Broadway Learning Center follow up update,3tpg-59xz,file,https://data.wa.gov/Health/Broadway-Learning-Center-follow-up-update/3tpg-59xz,,03/07/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1182,0
Midway Elementary,psgg-9kcf,file,https://data.wa.gov/Health/Midway-Elementary/psgg-9kcf,,03/07/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1183,0
Des Moines Elementary,7r8r-89cm,file,https://data.wa.gov/Health/Des-Moines-Elementary/7r8r-89cm,,03/07/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1184,0
Hilltop Elementary Update,3xbm-8xyc,file,https://data.wa.gov/Health/Hilltop-Elementary-Update/3xbm-8xyc,,03/07/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1185,0
Understanding State Data,tkg7-xxjz,story,https://data.wa.gov/stories/s/tkg7-xxjz,e3k6-5ngk,03/07/2019 12:00:00 AM,pxpn-hgrc,filter,Washington State Technology Solutions (CTS),Washington State Technology Solutions (CTS),Derivative,0,1,1186,0
Barnes Elementary School,yvge-u5yx,file,https://data.wa.gov/Health/Barnes-Elementary-School/yvge-u5yx,,03/07/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1187,0
Understanding State Data,tkg7-xxjz,story,https://data.wa.gov/stories/s/tkg7-xxjz,e3k6-5ngk,03/07/2019 12:00:00 AM,e3k6-5ngk,filter,Washington State Technology Solutions (CTS),Washington State Technology Solutions (CTS),Derivative,0,1,1188,0
Understanding State Data,tkg7-xxjz,story,https://data.wa.gov/stories/s/tkg7-xxjz,pxpn-hgrc,03/07/2019 12:00:00 AM,pxpn-hgrc,filter,Washington State Technology Solutions (CTS),Washington State Technology Solutions (CTS),Derivative,0,1,1189,0
Clayton Home Link Program,q4zm-7qp2,file,https://data.wa.gov/Health/Clayton-Home-Link-Program/q4zm-7qp2,,03/07/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1190,0
Beverly Park Elementary Update,niqf-ftdf,file,https://data.wa.gov/Health/Beverly-Park-Elementary-Update/niqf-ftdf,,03/07/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1191,0
Chelan School of Innovation,t626-faxh,file,https://data.wa.gov/Health/Chelan-School-of-Innovation/t626-faxh,,03/07/2019 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1192,0
